"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","EE",99674,"2","2008","7",18852,10792,0,0,,,,,,,,0,0,0,0,0,,0,,0,643,0,,7417,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","4","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","2","NA","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",99704,"1","2008","19",13236,12400,0,0,,,,,,,,0,156,0,0,0,,2,,0,0,0,,836,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","4","958.67","2","NA","2","1","2","1","3","1","2","2","1","NA","NA","684.94","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","1","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",99724,"1","2008","27",42185,38697,0,0,,,,,,,,0,1427,0,0,0,,0,,0,2,0,,3486,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",99779,"2","2008","6",32263,25984,0,0,,,,,,,,0,860,0,0,0,,16609,,0,79,0,,6200,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","2","575.2","2","2","2","2","1","1","4","1","2","2","1","NA","NA","233.92","NA","1","NA","3","1","2","NA","NA","2","NA","NA","NA","1","2","NA","2","2","NA","NA","NA","2","2","NA","NA","NA","1","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",99796,"2","2008","17",29709,26377,0,0,,,,,,,,0,132,0,0,0,,5353,,0,106,0,,3226,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","2","2","2","4","1","5","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",99800,"1","2008","18",24229,24060,0,0,,,,,,,,0,61,0,0,0,,2,,0,1,0,,167,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","1278.23","2","3","2","2","1","2","1","1","2","1","1","NA","NA","327.23","NA","3","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","2","NA","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",99844,"2","2008","14",11452,7954,0,0,,,,,,,,0,3934,0,0,0,,0,,0,10,0,,3488,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","2","NA","1","2","2","1","4","1","4","2","1","NA","NA","81.81","NA","1","NA","3","1","2","NA","NA","1","2","NA","NA","1","NA","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",99870,"1","2008","17",22459,18814,0,0,,,,,,,,0,536,0,0,0,,0,,66,15,0,,3630,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1917.35","1","2","2","1","2","1","1","1","3","2","1","NA","NA","253.54","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",99935,"2","2008","30",17470,14130,0,0,,,,,,,,0,690,0,0,0,,0,,0,8,0,,3331,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","3","2","2","2","2","2","1","1","4","2","1","NA","NA","103.35","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","2","NA","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",99947,"2","2008","17",6145,5384,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,760,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","1","4","1278.23","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","218.58","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","2","2","2","NA","2","2","2","2","NA","NA","NA","2","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100119,"3","2008","17",8101,7827,0,0,,,,,,,,0,1786,0,0,0,,0,,714,1,0,,273,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","958.67","1","2","2","1","2","1","1","4","5","2","1","NA","NA","286.77","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","1","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100144,"1","2008","14",23551,18665,0,0,,,,,,,,0,304,0,0,0,,2,,109,3,0,,4883,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100149,"2","2008","15",21095,20407,0,0,,,,,,,,0,259,0,0,0,,4107,,0,0,0,,687,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","639.12","3","2","1","2","2","2","4","1","2","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","2","2","NA","2","NA","NA","2","2","NA","NA","NA","1","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100181,"1","2008","25",6217,-3413,0,0,,,,,,,,0,208,0,0,0,,0,,0,0,0,,9630,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","2","2","2","2","2","2","1","6","2","1","NA","NA","562.42","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100208,"1","2008","27",12511,8536,0,0,,,,,,,,0,3870,0,0,0,,2,,0,0,0,,3975,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2556.47","2","NA","2","2","1","2","4","1","2","2","1","NA","NA","233.92","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100209,"3","2008","27",53417,50588,0,0,,,,,,,,0,754,0,0,0,,0,,0,0,0,,2829,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","639.12","2","NA","2","2","2","1","1","1","2","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","NA","1","2","2","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","4",2.5,,,,,,
"2008","EE",100246,"1","2008","20",15574,8317,4460,4460,,,,,,,,4460,2673,0,0,0,,26,,0,0,0,,7257,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","2","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100247,"1","2008","20",12023,10570,0,0,,,,,,,,0,3341,0,0,0,,33,,1189,18,1435,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","2","2","2","2","2","1","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100287,"1","2008","19",27339,24908,0,0,,,,,,,,0,1625,0,0,0,,0,,0,0,0,,2431,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100288,"2","2008","7",43861,41795,0,0,,,,,,,,0,5532,0,0,0,,2,,0,0,0,,2066,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1917.35","3","2","2","2","1","2","1","1","4","1","1","NA","NA","271.24","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100302,"1","2008","25",26027,24662,0,0,,,,,,,,0,0,0,0,0,,1,,0,30,0,,1335,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","958.67","3","2","2","2","2","2","3","1","4","2","1","NA","NA","127.18","NA","1","NA","3","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","1","NA","NA","2","NA","4",2.5,,,,,,
"2008","EE",100320,"1","2008","20",14129,10768,0,0,,,,,,,,0,216,0,0,0,,14,,0,23,0,,3338,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","2","NA","2","2","2","2","2","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100358,"2","2008","37",11166,9383,0,0,,,,,,,,0,290,0,0,0,,0,,0,27,0,,1756,"NA","NA","NA","3","NA","NA","2","1","1","1","1","2","1","1","4","1278.23","2","NA","2","2","2","2","3","1","4","1","1","NA","NA","233.92","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100414,"1","2008","16",9387,2456,0,0,,,,,,,,0,1688,0,0,0,,75,,0,0,0,,6931,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","2","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100488,"2","2008","28",37233,35742,0,0,,,,,,,,0,304,0,0,0,,300,,0,0,0,,1491,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1597.79","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","106.29","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","1","2","2","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100500,"2","2008","24",32750,29533,0,0,,,,,,,,0,5448,0,0,0,,0,,0,0,0,,3217,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1917.35","2","2","1","2","1","1","4","1","2","2","1","NA","NA","127.18","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","NA","NA","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100522,"2","2008","7",39965,34527,0,0,,,,,,,,0,884,0,0,0,,0,,0,137,0,,5301,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2236.91","3","3","2","2","2","2","2","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100542,"2","2008","10",23054,19271,0,0,,,,,,,,0,378,0,0,0,,0,,0,4,0,,3779,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","3","NA","2","2","2","2","2","1","5","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100552,"1","2008","16",28745,28587,0,0,,,,,,,,0,1608,1237,0,0,,10,,0,2,0,,155,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","2","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100561,"1","2008","16",18058,15940,0,0,,,,,,,,0,370,0,0,0,,0,,0,25,0,,2093,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","1917.35","3","2","2","2","1","2","1","1","2","2","1","NA","NA","597.25","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","2","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100598,"2","2008","14",18867,15077,0,0,,,,,,,,0,0,0,0,0,,0,,0,54,0,,3736,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","575.2","3","3","2","2","2","2","1","1","3","2","1","NA","NA","55.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100610,"2","2008","16",12902,5442,0,0,,,,,,,,0,217,0,0,0,,2,,0,0,0,,7460,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","2","1278.23","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","154.67","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","1","1","NA","2","2","2","NA","1","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100637,"3","2008","25",16642,11699,0,0,,,,,,,,0,635,0,0,0,,0,,0,21,572,,4349,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","2","2","2","2","1","3","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","NA","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",100673,"2","2008","11",23616,21162,0,0,,,,,,,,0,1077,0,0,0,,0,,0,26,0,,2428,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","NA","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100680,"1","2008","19",12323,10114,0,0,,,,,,,,0,256,0,0,0,,8,,0,0,0,,2209,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","575.2","2","NA","2","2","1","2","4","1","4","1","1","NA","NA","143.42","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","2","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100782,"1","2008","11",24229,20313,0,0,,,,,,,,0,4873,0,0,0,,0,,0,0,0,,3916,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1150.41","2","2","2","2","2","2","1","1","2","2","1","NA","NA","359.89","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","1","2","2","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100802,"1","2008","20",16583,13231,0,0,,,,,,,,0,291,0,0,0,,0,,0,0,0,,3352,"NA","2","NA","NA","NA","3","1","1","1","1","1","1","1","1","6","958.67","3","3","2","2","2","1","4","1","3","2","1","NA","NA","684.94","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","2","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100812,"1","2008","24",17538,10409,0,0,,,,,,,,0,540,0,0,0,,3,,0,513,0,,6616,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2236.91","3","3","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","NA","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100838,"1","2008","21",14352,11713,0,0,,,,,,,,0,0,0,0,0,,0,,0,15,0,,2624,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2236.91","3","2","2","2","2","2","1","1","3","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100891,"2","2008","21",22157,21713,0,0,,,,,,,,0,230,0,0,0,,1,,0,169,0,,274,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","3","3","639.12","2","1","2","2","2","2","4","1","2","2","1","NA","NA","23.65","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100901,"2","2008","18",25348,19134,0,0,,,,,,,,0,10341,0,0,0,,1,,0,0,0,,6214,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","2","1","3","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100922,"3","2008","32",7309,5022,0,0,,,,,,,,0,514,0,0,0,,0,,0,11,0,,2276,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100937,"1","2008","17",15438,11972,0,0,,,,,,,,0,0,0,0,0,,0,,0,330,1079,,2058,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","1","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100944,"1","2008","13",25593,22925,0,0,,,,,,,,0,284,0,0,0,,4,,0,94,0,,2575,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","575.2","2","2","1","2","2","2","4","1","3","2","1","NA","NA","168.09","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","1","2","2","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100965,"2","2008","21",29787,20466,0,0,,,,,,,,0,463,0,0,0,,10,,0,394,0,,8927,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","2","2","2","2","2","2","1","1","5","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",100983,"1","2008","15",29288,18491,0,0,,,,,,,,0,294,0,0,0,,0,,0,325,0,,10473,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","2","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","1","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",100986,"1","2008","14",38046,36447,0,0,,,,,,,,0,348,0,0,0,,0,,0,0,0,,1599,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","1278.23","2","2","2","2","2","2","2","1","2","1","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","1","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",101067,"2","2008","12",16127,11208,0,0,,,,,,,,0,753,0,0,0,,0,,0,85,0,,4834,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","575.2","3","3","2","2","2","2","4","1","2","2","1","NA","NA","154.67","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","NA","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",101070,"2","2008","21",15509,11670,0,0,,,,,,,,0,0,0,0,0,,0,,0,27,0,,3813,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2236.91","3","3","2","2","2","2","1","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",101099,"2","2008","20",9831,4619,0,0,,,,,,,,0,448,0,0,0,,1,,0,23,0,,5190,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","2","958.67","3","2","2","2","2","2","1","1","3","2","1","NA","NA","253.54","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","1","NA","1","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","EE",101100,"2","2008","8",10025,8885,0,0,,,,,,,,0,0,0,0,0,,5,,0,3,0,,1137,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","958.67","2","NA","1","2","1","2","4","1","2","1","1","NA","NA","327.23","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","1","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","EE",101112,"1","2008","16",23950,20242,0,0,,,,,,,,0,648,0,0,0,,0,,0,25,0,,3682,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","5112.93","3","2","2","2","2","2","2","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.5,,,,,,
"2008","EE",101113,"1","2008","9",4679,426,0,0,,,,,,,,0,3071,0,0,0,,1,,0,18,0,,4234,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","4","1","5","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
