"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","EE",85239,"1","2010","8",13968,9417,0,0,,,,,,,,,0,208,0,0,1385,,0,,0,79,0,,4472,,"NA","NA","NA","3","NA","1","1","1","1","1","1","1","1","1","3","958.67","2","3","2","2","2","2","4","1","NA","2","1","1","NA","NA","121.3","0","NA","1","NA","1","2","1","264502","183701","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85297,"1","2010","27",11192,6572,0,0,,,,,,,,,0,0,0,0,0,,3,,0,718,0,,3902,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","3195.58","3","NA","2","2","2","1","2","1","NA","6","1","1","NA","NA","180.23","0","NA","1","NA","1","2","1","263001","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85305,"2","2010","28",6174,10750,0,0,,,,,,,,,0,398,0,0,0,,38,,0,0,0,,-4576,,"NA","NA","NA","3","NA","3","1","1","1","1","3","1","1","3","3","3195.58","1","1","2","2","2","2","3","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","307402","321702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85312,"1","2010","5",3929,1477,0,0,,,,,,,,,0,79,0,0,0,,2,,0,19,0,,2433,,"NA","NA","NA","3","NA","NA","2","2","2","1","1","1","1","1","3","1278.23","3","2","2","2","2","2","3","1","NA","3","2","1","NA","NA","111.85","156.52","NA","1","NA","3","NA","1","509301","239702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85405,"2","2010","15",56226,52333,0,0,,,,,,,,,0,20,0,0,80,,9,,0,14,0,,3879,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","1022.59","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","116.13","173.26","NA","1","NA","1","NA","1","383801","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85413,"2","2010","22",15549,14630,0,0,,,,,,,,,0,1090,0,7207,0,,0,,0,8,0,,911,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","319.56","2","2","2","1","2","2","4","1","NA","2","2","1","NA","NA","269.39","173.26","NA","1","NA","1","1","1","293201","383802","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85500,"2","2010","5",27433,25896,0,0,,,,,,,,,0,160,0,0,0,,0,,0,25,0,,1512,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1022.59","2","2","2","1","2","2","1","1","NA","2","1","1","NA","NA","246.64","113.76","NA","1","NA","1","2","1","293201","432002","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85504,"2","2010","10",10150,8300,0,0,,,,,,,,,0,208,0,0,0,,12,,0,354,0,,1497,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1278.23","1","1","2","2","2","2","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","307402","307401","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85540,"1","2010","17",18169,17663,0,0,,,,,,,,,0,9185,0,0,3097,,1,,0,4,0,,502,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","3195.58","1","3","2","2","2","1","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","217601","307401","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85545,"1","2010","26",15693,9426,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1090,0,,5178,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","1","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","321701","147502","NA","NA","NA","3",1.6,,,,,,,,,,,
"2010","EE",85559,"2","2010","26",28960,28155,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,796,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","1","1","NA","6","2","1","NA","NA","204.52","0","NA","1","NA","1","2","1","147501","147502","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85576,"2","2010","29",25993,20806,0,0,,,,,,,,,0,348,0,0,0,,0,,0,4737,0,,450,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","3","1278.23","3","NA","2","2","2","2","4","1","NA","2","1","2","NA","NA","447.38","155.05","NA","1","NA","1","NA","1","NA","204102","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85592,"1","2010","18",10326,8280,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2045,,"NA","NA","NA","3","NA","3","1","2","1","1","1","1","1","3","3","319.56","3","3","2","2","2","2","4","1","NA","3","2","1","NA","NA","447.38","0","NA","1","NA","1","3","1","451301","226002","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85636,"1","2010","12",12451,7582,0,0,,,,,,,,,0,0,0,0,0,,5,,0,26,0,,4844,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","1","1278.23","2","2","2","2","2","2","4","4","NA","3","2","1","NA","NA","294.12","0","NA","1","NA","1","1","1","548701","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85642,"1","2010","8",13109,12837,0,0,,,,,,,,,0,135,0,0,0,,47,,0,0,0,,272,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","6","958.67","2","NA","2","2","2","1","4","1","NA","3","2","1","NA","NA","110.76","0","NA","1","NA","1","1","1","235601","444802","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85676,"2","2010","23",31003,30534,0,0,,,,,,,,,0,1084,0,0,0,,0,,0,3,0,,466,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1022.59","2","2","2","2","2","2","2","1","NA","4","2","1","NA","NA","246.64","0","NA","1","NA","1","1","NA","405201","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85707,"1","2010","14",29973,26789,0,0,,,,,,,,,0,219,0,0,0,,12,,0,0,0,,3184,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","3","1","1","2","2","1","1","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","263001","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85752,"2","2010","16",10186,6096,0,0,,,,,,,,,0,0,0,0,0,,0,,0,57,0,,4033,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","639.12","3","2","2","2","2","2","3","1","NA","5","2","1","NA","NA","187.58","0","NA","1","NA","1","1","NA","609201","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85774,"1","2010","12",9394,6236,0,0,,,,,,,,,0,0,0,0,0,,2,,0,8,0,,3151,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","3","3195.58","2","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85775,"1","2010","11",52529,50385,0,0,,,,,,,,,0,44,0,0,0,,4,,0,19,0,,2126,,"NA","3","NA","2","NA","NA","1","1","2","1","1","1","1","1","6","1917.35","2","2","2","2","2","2","4","1","NA","3","2","1","NA","NA","365.89","120.67","NA","1","NA","1","1","1","87701","615202","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85796,"2","2010","32",25010,17275,0,0,,,,,,,,,0,0,0,0,0,,0,,0,18,0,,7716,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","319.56","2","NA","2","2","2","2","4","1","NA","4","2","1","NA","NA","624.8","113.76","NA","1","NA","1","NA","NA","566401","309101","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85808,"1","2010","21",4925,5956,0,0,,,,,,,,,0,0,127,0,0,,0,,0,43,0,,-1074,,"NA","3","NA","3","NA","NA","1","1","1","1","3","1","1","1","4","1533.88","2","2","2","2","2","2","1","1","NA","2","2","1","NA","NA","388.39","78.48","NA","1","NA","1","2","1","296301","94202","NA","NA","NA","3",1.6,,,,,,,,,,,
"2010","EE",85812,"1","2010","10",28458,23756,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,4702,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","3","4","3195.58","1","3","1","2","2","1","3","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","321701","147502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85817,"2","2010","15",4852,1077,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,3766,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","5","1725.61","2","NA","2","2","2","2","4","4","NA","3","1","1","NA","NA","304.67","78.04","NA","1","NA","1","2","NA","26301","168402","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85854,"2","2010","14",23447,23413,0,0,,,,,,,,,0,169,0,0,0,,8538,,0,0,0,,33,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","1","1278.23","2","2","2","2","2","2","4","1","NA","3","2","1","NA","NA","123.99","0","NA","1","NA","1","1","NA","405201","405202","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85860,"2","2010","6",17903,15396,0,0,,,,,,,,,0,0,0,0,0,,0,,0,67,0,,2440,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1469.97","1","NA","2","2","2","2","4","1","NA","6","2","1","NA","NA","62.51","0","NA","1","NA","1","1","1","284201","131302","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85876,"2","2010","28",33270,32735,0,0,,,,,,,,,0,3685,0,4299,0,,0,,0,3,0,,532,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3195.58","2","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","307402","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85927,"2","2010","15",19993,10329,0,0,,,,,,,,,0,11325,0,0,0,,1,,0,4,0,,9660,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","4","3195.58","3","3","2","2","2","1","3","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","307402","147502","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85932,"1","2010","11",22081,18972,0,0,,,,,,,,,0,0,0,0,0,,0,,0,20,0,,3088,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","4","1917.35","2","3","2","2","2","2","4","1","NA","6","2","1","NA","NA","158.5","0","NA","1","NA","1","1","1","208501","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85947,"2","2010","17",13176,11113,0,0,,,,,,,,,0,0,0,0,0,,18,,0,0,0,,2063,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","1","3","2","2","2","2","2","4","NA","5","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","321701","307401","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85949,"2","2010","14",23180,17986,0,0,,,,,,,,,0,403,0,0,5025,,5,,0,18,0,,5177,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","4","1278.23","3","3","2","2","2","2","3","1","NA","2","2","1","NA","NA","236.47","155.05","NA","1","NA","1","1","1","309102","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",85957,"1","2010","15",14153,13607,0,0,,,,,,,,,0,50,0,0,0,,3,,0,546,0,,0,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","3","5","639.12","3","NA","2","2","2","2","1","1","NA","4","2","1","NA","NA","184.19","0","NA","1","NA","1","1","1","308701","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",85976,"1","2010","25",20214,18542,0,0,,,,,,,,,0,0,0,0,0,,6,,0,0,0,,1672,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","2","1","1","1597.79","2","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","111.85","135.94","NA","1","NA","1","2","1","308701","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86012,"2","2010","12",25657,18462,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7195,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1917.35","2","NA","2","2","2","1","4","1","NA","3","2","1","NA","NA","116.13","0","NA","1","NA","1","NA","NA","309102","383802","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86014,"2","2010","12",19632,17713,0,0,,,,,,,,,0,0,0,0,0,,0,,0,126,0,,1793,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1278.23","2","3","2","2","2","1","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","147501","263002","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86038,"2","2010","22",42157,37948,0,0,,,,,,,,,0,0,0,0,0,,0,,0,520,0,,3689,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","1","1","NA","3","2","1","NA","NA","183.43","229.19","NA","1","NA","1","1","1","307402","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86045,"2","2010","10",15942,15653,0,0,,,,,,,,,0,0,0,0,0,,3,,0,7,0,,282,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3195.58","2","3","2","2","2","2","2","4","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","2","1","321701","147502","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86068,"1","2010","12",7665,6904,0,0,,,,,,,,,0,519,288,0,0,,0,,0,0,0,,761,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","1278.23","2","NA","2","2","2","1","1","1","NA","2","2","1","NA","NA","181.64","155.05","NA","1","NA","1","2","NA","451301","226002","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86088,"2","2010","10",15658,14934,0,0,,,,,,,,,0,2687,0,0,0,,1,,0,16,0,,708,,"NA","3","NA","3","NA","3","1","1","1","1","1","2","1","1","4","1917.35","1","NA","2","2","2","2","1","1","NA","5","2","1","NA","NA","388.39","101.3","NA","1","NA","1","1","1","148501","374102","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86115,"2","2010","20",17725,16039,0,0,,,,,,,,,0,103,0,0,687,,0,,0,3,0,,1683,,"NA","NA","NA","2","NA","3","2","1","1","1","1","1","1","1","2","639.12","2","2","2","2","2","2","NA","1","NA","3","2","1","NA","NA","129.74","0","NA","1","NA","3","1","NA","122303","226802","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86126,"1","2010","12",22616,21759,0,0,,,,,,,,,0,0,0,0,0,,0,,0,87,0,,769,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","3","2236.91","2","NA","2","2","2","2","4","1","NA","6","2","1","287.6","NA","170.07","60.01","NA","1","NA","1","1","1","132502","126503","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86146,"1","2010","10",15141,14104,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,170,,866,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","1","479.34","2","NA","2","1","2","2","4","4","NA","3","2","1","NA","NA","46.27","0","NA","1","NA","1","2","1","81901","404902","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86163,"1","2010","10",5405,3274,0,0,,,,,,,,,0,592,0,0,0,,0,,0,3,0,,2128,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","6","1022.59","1","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","181.64","631.57","NA","1","NA","1","1","1","451301","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86183,"2","2010","20",13386,8160,0,0,,,,,,,,,0,194,0,0,0,,1,,0,0,0,,5227,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","5","1917.35","3","3","2","2","2","2","4","1","NA","2","2","1","NA","NA","69.34","107.95","NA","1","NA","1","1","1","405201","174902","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86193,"1","2010","24",9768,4714,0,0,,,,,,,,,0,226,0,0,0,,0,,0,0,0,,5053,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","NA","5","2","1","NA","NA","204.52","0","NA","1","NA","1","1","1","321701","321702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86204,"1","2010","13",6834,5909,0,0,,,,,,,,,0,876,0,182,0,,0,,0,6,0,,919,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","1278.23","2","3","2","2","2","2","1","1","NA","3","2","1","NA","NA","296.42","164.51","NA","1","NA","1","1","NA","NA","405202","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86223,"1","2010","9",32108,31797,0,0,,,,,,,,,0,0,0,0,0,,2,,0,2,0,,309,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","1","3","2","2","2","2","1","4","NA","3","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","263001","321702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86276,"1","2010","9",8814,8781,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,33,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","4473.82","2","2","2","2","2","2","4","1","NA","4","2","2","NA","NA","170.77","0","NA","1","NA","1","2","1","122102","490202","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86350,"2","2010","12",32654,26440,0,0,,,,,,,,,0,345,0,0,0,,0,,0,0,0,,6214,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","217601","321702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86359,"2","2010","26",48792,45076,0,0,,,,,,,,,0,0,0,0,0,,0,,0,22,0,,3694,,"NA","NA","NA","3","NA","3","1","1","1","1","3","1","1","1","3","1533.88","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","388.39","60.01","NA","1","NA","1","2","1","148501","87702","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86379,"1","2010","27",14916,10586,0,0,,,,,,,,,0,358,0,0,0,,1,,0,0,0,,4330,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","5","3195.58","3","NA","2","2","2","1","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","321701","321702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86382,"1","2010","10",11437,11005,0,0,,,,,,,,,0,255,0,0,0,,0,,0,23,0,,409,,"NA","3","NA","3","NA","NA","2","1","1","1","1","2","1","1","4","1278.23","3","NA","1","2","2","2","4","1","NA","6","2","1","NA","NA","294.12","69.54","NA","1","NA","1","1","1","512302","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86383,"1","2010","10",14018,14013,0,0,,,,,,,,,0,145,0,0,0,,7,,0,0,0,,5,,"NA","NA","NA","3","NA","3","2","2","1","1","1","1","1","1","4","1278.23","2","NA","2","1","2","2","4","1","NA","4","2","1","NA","NA","150.96","155.05","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86399,"1","2010","13",28414,27550,0,0,,,,,,,,,0,0,0,0,0,,4,,0,4,0,,859,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1022.59","3","2","2","1","2","2","3","1","NA","4","2","1","NA","NA","116.13","173.26","NA","1","NA","1","NA","NA","293201","451302","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86428,"1","2010","8",8132,10096,0,0,,,,,,,,,0,0,0,0,0,,0,,0,265,0,,-2230,,"NA","3","NA","3","NA","3","2","1","2","1","3","1","1","1","4","511.29","3","2","2","2","2","2","4","1","NA","2","2","1","NA","NA","300.07","292.72","NA","1","NA","1","1","1","455002","148502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86500,"1","2010","9",18814,18229,0,0,,,,,,,,,0,1400,0,0,0,,0,,0,8,0,,577,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3195.58","1","NA","2","2","2","2","2","1","NA","5","2","1","NA","NA","60.72","0","NA","1","NA","1","1","1","217601","263002","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86515,"2","2010","12",27192,25796,0,0,,,,,,,,,0,14964,0,0,0,,0,,0,5,0,,1391,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1150.41","3","NA","2","1","2","2","4","1","NA","3","2","1","NA","NA","181.64","113.76","NA","1","NA","1","3","1","309102","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86518,"1","2010","11",7539,5735,0,0,,,,,,,,,0,25,0,0,0,,2,,0,88,0,,1716,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1917.35","2","3","2","1","2","2","4","1","NA","4","2","1","NA","NA","94.53","0","NA","1","NA","1","NA","1","217001","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86556,"2","2010","15",1020,668,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,347,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","958.67","2","NA","2","2","2","2","4","1","NA","4","2","1","NA","NA","201.26","190.58","NA","1","NA","1","1","1","404901","NA","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86558,"1","2010","15",19645,18049,0,0,,,,,,,,,0,0,0,0,0,,0,,0,209,0,,1388,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","1","4","1","NA","2","2","1","NA","NA","624.8","0","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86591,"1","2010","17",12369,12133,0,0,,,,,,,,,0,634,0,0,0,,0,,0,0,0,,236,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","2","4","958.67","2","NA","2","2","2","2","4","2","NA","3","1","1","NA","NA","79.89","0","NA","3","NA","1","2","1","371202","555802","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86607,"1","2010","15",1542,-761,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2303,,"NA","NA","NA","3","NA","NA","1","2","1","1","1","3","1","3","3","511.29","2","NA","2","1","2","2","4","1","NA","2","1","1","NA","NA","73.5","0","NA","1","NA","1","NA","1","NA","13102","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86646,"1","2010","14",6445,3678,0,0,,,,,,,,,0,252,0,0,0,,19,,0,45,0,,2722,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","4","3195.58","1","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","321701","24502","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86651,"1","2010","36",22268,16897,0,0,,,,,,,,,0,602,0,0,0,,0,,0,144,0,,5228,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","1","3","2","2","2","2","1","1","NA","4","2","1","NA","NA","153.39","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86689,"2","2010","10",12343,11416,0,0,,,,,,,,,0,4219,0,0,0,,2,,0,846,0,,80,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1022.59","3","2","2","2","2","2","4","1","NA","1","2","1","NA","NA","624.8","113.76","NA","1","NA","1","3","1","274601","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86728,"2","2010","20",11086,9028,0,0,,,,,,,,,0,42,0,0,307,,0,,0,3,0,,2055,,"NA","NA","NA","1","NA","NA","2","1","1","1","1","2","1","1","3","639.12","2","2","2","2","1","2","3","1","NA","5","2","1","NA","NA","76.69","0","NA","1","NA","3","1","1","562002","25802","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86736,"1","2010","21",850,-5195,0,0,,,,,,,,,0,164,0,0,0,,0,,0,7,0,,6037,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","1406.06","1","NA","2","2","2","1","4","1","NA","4","2","1","NA","NA","447.38","0","NA","1","NA","1","2","1","293201","451302","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86766,"1","2010","26",21806,9841,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,11965,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","958.67","2","NA","2","2","2","2","4","1","NA","3","2","1","12.78","NA","132.94","0","NA","3","NA","1","2","1","94201","NA","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86783,"1","2010","15",27850,26470,0,0,,,,,,,,,0,487,0,0,0,,1,,0,47,0,,1332,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3195.58","2","3","2","2","2","1","1","1","NA","3","1","1","NA","NA","180.23","0","NA","1","NA","1","1","1","321701","263002","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86827,"1","2010","29",6305,5973,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,332,,"NA","3","NA","3","NA","3","1","1","1","1","3","1","1","1","3","958.67","2","1","2","1","2","2","4","1","NA","5","2","1","147","NA","338.41","0","NA","1","NA","1","2","1","625601","457502","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86832,"1","2010","14",15056,12269,0,0,,,,,,,,,0,0,0,0,0,,0,,0,15,0,,2772,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","1278.23","1","3","2","2","1","1","4","1","NA","5","1","1","NA","NA","214.17","0","NA","1","NA","1","2","1","394901","124201","7","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86856,"1","2010","13",8653,5455,0,0,,,,,,,,,0,0,0,0,0,,4,,0,30,0,,3168,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","1150.41","2","2","2","1","2","2","3","1","NA","2","2","2","NA","NA","235.39","0","NA","1","NA","1","2","1","405201","204102","NA","NA","NA","3",1.8,,,,,,,,,,,
"2010","EE",86860,"1","2010","40",30551,30528,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","958.67","3","3","2","2","2","2","1","1","NA","2","2","1","NA","NA","388.39","0","NA","1","NA","1","1","1","191001","374102","NA","NA","NA","3",2,,,,,,,,,,,
"2010","EE",86903,"2","2010","13",9666,5520,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4146,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1214.32","2","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","60.72","0","NA","1","NA","1","2","1","263001","24502","NA","NA","NA","3",2,,,,,,,,,,,
