"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","EE",79846,"2","2007","28",12588,12295,0,0,,,,,,0,0,0,0,0,0,,0,2,0,291,"NA","2","2","1","1","1","1","1","1","1","1","6","5112.93","2","3","2","2","1","2","2","1","6","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","1","3","2","3","3","3","3","NA","1","1","3",2,,,,,,,,,,
"2007","EE",79890,"1","2007","20",16543,12676,0,0,,,,,,0,199,0,0,0,0,,0,7,0,3859,"2","2","2","1","1","1","1","1","1","1","1","5","1278.23","3","3","2","2","1","2","1","1","3","1","1","NA","NA","70.37","1","2","2","1","1","1","1","2","1","3","3","3","3","2","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",79891,"2","2007","26",11635,10257,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1378,"2","2","2","2","1","1","1","1","1","1","1","1","1278.23","2","2","2","2","1","2","4","1","2","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",79903,"2","2007","32",-709,-3328,0,0,,,,,,0,127,0,0,0,0,,0,0,0,2619,"NA","1","NA","2","1","1","1","1","1","1","1","5","766.94","3","1","2","2","2","2","3","1","4","1","1","NA","NA","63.91","1","2","1","1","1","1","1","2","2","3","2","3","3","3","2","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",79920,"2","2007","16",42157,38867,0,0,,,,,,0,1487,0,0,0,0,,0,0,0,3290,"2","2","2","1","1","1","1","1","1","1","1","5","1278.23","3","3","2","1","2","2","4","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","4","4","3","3","4","4","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",79923,"1","2007","33",12251,9615,0,0,,,,,,0,0,0,0,0,0,,0,3,0,2633,"2","2","2","1","1","1","1","1","1","1","1","5","4473.82","3","3","2","2","2","1","1","1","4","1","1","NA","NA","127.82","1","1","2","1","2","1","2","2","1","3","3","3","3","NA","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",79981,"2","2007","16",11834,8392,0,0,,,,,,0,0,0,0,0,3,,0,0,0,3442,"2","2","NA","1","1","1","1","1","1","1","1","3","1278.23","3","NA","2","2","1","2","4","1","3","2","1","NA","NA","70.37","1","1","2","1","1","2","1","2","1","2","3","2","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",79993,"1","2007","28",19561,13321,0,0,,,,,,0,266,0,0,0,7,,0,8,0,6232,"2","2","2","2","1","1","1","1","1","1","1","3","5112.93","2","NA","2","2","1","2","3","1","2","2","1","NA","NA","128.59","1","1","1","1","1","1","1","2","1","3","3","3","3","2","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80034,"2","2007","6",27150,25046,64,64,,,,,,64,0,0,0,0,8,,0,0,0,2104,"NA","2","NA","1","1","1","1","1","1","1","1","5","1278.23","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","191.73","1","1","2","1","1","1","2","2","1","4","3","3","3","3","4","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",80036,"1","2007","27",579,-719,0,0,,,,,,0,204,0,0,0,3,,0,0,0,1298,"2","2","2","2","1","1","1","1","1","1","1","1","5112.93","1","3","2","2","1","2","3","1","2","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","1","3","3","4","3","3","2","NA","2","NA","3",1.6,,,,,,,,,,
"2007","EE",80039,"2","2007","22",8245,6680,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1565,"2","2","2","2","1","1","1","1","2","1","1","4","1597.79","2","2","2","2","1","2","2","1","3","2","1","NA","NA","1086.5","1","1","1","1","1","1","1","2","1","1","3","3","3","2","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80071,"1","2007","9",26007,12405,0,0,,,,,,0,15290,0,0,0,13,,0,3352,0,10250,"NA","2","NA","1","1","1","1","1","1","1","1","4","1597.79","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","1","1","1","3","4","3","3","3","3","NA","1","NA","3",1.8,,,,,,,,,,
"2007","EE",80072,"2","2007","32",13478,8739,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4738,"NA","2","2","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","2","2","2","3","1","6","2","1","NA","NA","1086.5","1","1","2","1","1","1","1","2","1","2","3","3","2","3","3","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",80092,"2","2007","16",21700,20577,0,0,,,,,,0,472,0,0,0,0,,0,0,0,1123,"2","2","NA","1","1","1","1","1","1","1","1","6","5112.93","2","2","2","2","2","2","2","1","6","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","1","3","3","4","3","3","3","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",80113,"2","2007","12",12461,9005,0,0,,,,,,0,255,0,0,0,7,,2,2,0,3454,"2","2","2","2","1","1","1","1","1","1","1","4","1597.79","2","NA","2","2","2","1","3","1","2","2","1","NA","NA","341.93","1","1","1","1","1","1","1","2","1","3","3","3","3","2","3","NA","2","NA","3",1.8,,,,,,,,,,
"2007","EE",80129,"3","2007","9",14438,12014,0,0,,,,,,0,0,0,0,0,0,,0,3,0,2421,"NA","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","1","1","1","4","1","1","NA","NA","127.82","1","1","2","1","2","1","1","2","1","3","3","3","3","4","3","NA","2","3","3",1.8,,,,,,,,,,
"2007","EE",80138,"2","2007","12",11773,11624,0,0,,,,,,0,86,0,0,0,0,,0,5,0,144,"2","2","2","1","1","1","1","1","1","1","1","3","2876.02","2","2","2","2","1","2","2","1","6","2","1","NA","NA","1086.5","1","1","2","1","1","1","1","2","1","3","3","4","2","3","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",80142,"2","2007","13",14640,13907,0,0,,,,,,0,101,0,0,0,0,,0,0,0,732,"NA","2","2","2","1","1","1","1","3","1","3","5","1278.23","2","NA","2","2","2","2","4","1","1","2","1","NA","NA","83.09","1","2","1","1","1","1","1","2","1","3","3","3","4","4","2","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",80148,"2","2007","21",19045,16986,0,0,,,,,,0,304,0,0,0,2,,0,3,0,2056,"NA","2","NA","1","1","1","1","1","1","1","1","5","1597.79","3","NA","2","2","1","2","4","1","4","1","1","NA","NA","191.73","1","1","2","1","1","1","1","2","1","4","2","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80161,"2","2007","23",11836,8170,0,0,,,,,,0,229,0,0,0,0,,0,0,0,3666,"NA","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","1","2","2","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80214,"1","2007","19",5004,-970,0,0,,,,,,0,0,0,0,0,7,,0,0,4670,1304,"2","2","NA","2","1","1","1","1","1","1","1","3","1278.23","2","NA","2","2","1","1","2","3","4","1","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","3","3","3","4","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80222,"1","2007","9",11024,9697,0,0,,,,,,0,0,0,0,0,48,,0,4,0,1323,"2","2","NA","2","1","1","1","1","1","1","1","6","1406.06","3","NA","2","2","2","2","2","1","3","2","1","NA","NA","192.37","1","1","2","2","1","1","1","2","2","2","4","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80228,"2","2007","12",7030,5188,0,0,,,,,,0,376,0,0,0,4,,0,5,0,1837,"NA","2","NA","1","1","1","1","1","1","1","1","5","639.12","3","2","2","2","1","2","4","1","3","2","1","NA","NA","63.91","1","1","1","1","1","1","1","2","1","3","3","3","4","NA","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80248,"2","2007","21",3077,1060,0,0,,,,,,0,0,0,0,0,2,,0,0,0,2017,"2","2","NA","2","1","1","1","1","1","1","1","3","639.12","3","NA","2","2","1","2","1","1","3","2","1","NA","NA","31.96","2","1","2","1","NA","1","1","2","1","3","3","4","3","3","4","NA","2","NA","3",1.6,,,,,,,,,,
"2007","EE",80254,"2","2007","8",7930,4902,0,0,,,,,,0,155,0,0,0,5,,0,53,0,2976,"NA","2","2","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","2","2","2","3","1","2","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","2","4","3","3","2","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80266,"2","2007","14",12571,11886,0,0,,,,,,0,2152,0,0,0,0,,0,0,0,684,"NA","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","1","2","1","1","5","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","4","3","3","3","3","4","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80288,"2","2007","27",13019,13016,0,0,,,,,,0,67,0,0,0,0,,0,0,0,3,"2","2","NA","2","1","1","1","1","1","1","1","4","575.2","2","2","2","2","1","2","1","1","3","2","1","NA","NA","63.91","2","1","1","1","1","1","1","2","1","4","3","4","1","3","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",80295,"1","2007","14",24079,20037,0,0,,,,,,0,505,0,0,0,0,,0,0,0,4042,"NA","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","2","1","1","4","1","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","4","3","3","3","NA","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80318,"1","2007","7",4712,3730,0,0,,,,,,0,0,0,0,0,2,,0,202,0,780,"NA","2","2","2","1","1","1","1","1","1","3","1","639.12","3","NA","2","2","2","2","4","1","2","1","1","NA","NA","127.82","1","2","2","1","1","1","1","2","1","3","3","4","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80344,"2","2007","33",16356,14809,0,0,,,,,,0,175,0,0,0,1,,0,2,0,1545,"NA","2","2","1","1","1","1","1","1","1","1","6","1278.23","2","2","2","2","2","1","2","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","3","3","3","2","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80357,"2","2007","33",27129,26056,0,0,,,,,,0,895,0,0,0,22,,0,0,0,1073,"NA","2","NA","1","1","1","1","1","1","1","1","5","639.12","2","NA","2","2","2","2","1","1","4","1","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","4","3","3","4","3","4","3","2","3","3",2,,,,,,,,,,
"2007","EE",80374,"3","2007","11",14773,12911,0,0,,,,,,0,740,0,0,0,0,,0,2,0,1860,"2","2","2","1","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","1","2","4","1","6","2","1","NA","NA","1086.5","1","1","1","1","1","1","2","2","2","3","3","3","2","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80420,"2","2007","16",12935,8526,0,0,,,,,,0,5677,0,1449,0,0,,0,9,0,4401,"2","2","2","1","1","1","1","1","1","1","2","6","1597.79","2","NA","2","2","1","2","3","1","2","2","1","NA","NA","341.93","1","1","2","1","1","1","2","2","1","2","3","4","3","2","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80461,"2","2007","9",5681,3109,0,0,,,,,,0,0,0,0,0,4,,0,0,0,2573,"2","2","NA","1","1","1","1","1","1","1","1","4","894.76","2","2","2","2","2","2","2","1","4","2","1","NA","NA","178.95","1","1","2","1","1","1","2","2","2","3","3","3","4","2","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80543,"2","2007","46",6412,2346,0,0,,,,,,0,334,0,0,0,0,,0,65,0,4000,"2","2","2","1","1","1","1","1","1","1","1","5","1278.23","3","NA","1","2","1","2","1","1","4","2","1","NA","NA","76.69","1","1","1","1","1","2","1","2","2","2","3","3","3","1","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80580,"2","2007","13",11137,14251,0,0,,,,,,0,0,0,0,0,0,,0,586,0,-3700,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","3","2","2","2","1","1","1","3","1","1","NA","NA","127.82","1","1","2","1","2","1","1","2","1","3","3","4","3","3","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",80597,"2","2007","10",27339,23958,0,0,,,,,,0,4249,0,0,0,53,,0,47,0,3334,"NA","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","3","2","2","1","2","4","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","2","2","1","3","4","3","3","3","3","4","1","NA","3",1.8,,,,,,,,,,
"2007","EE",80606,"3","2007","17",2075,-6493,7,7,,,,,,7,0,0,0,0,1,,0,259,0,8309,"NA","2","NA","2","2","1","1","1","3","1","2","4","830.85","1","NA","2","1","2","2","1","1","4","2","1","NA","NA","95.87","1","1","2","1","NA","2","1","2","1","3","3","2","3","2","3","NA","2","NA","3",1.6,,,,,,,,,,
"2007","EE",80623,"3","2007","12",3859,1339,0,0,,,,,,0,0,0,0,0,17,,0,0,0,2520,"2","2","NA","1","1","1","1","1","1","1","1","5","4473.82","3","3","2","1","1","1","1","1","4","2","1","NA","NA","191.73","1","1","2","1","1","1","1","2","1","4","4","3","3","NA","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80634,"2","2007","23",19131,14347,0,0,,,,,,0,717,0,0,0,0,,0,226,0,4559,"NA","2","2","2","1","1","1","1","1","1","1","6","1597.79","2","2","2","2","2","1","3","1","6","2","1","NA","NA","341.93","1","1","2","1","1","1","2","2","1","4","3","3","3","2","3","NA","2","NA","3",1.8,,,,,,,,,,
"2007","EE",80657,"2","2007","28",27569,26240,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1329,"NA","2","NA","1","1","1","1","1","1","1","1","4","1917.35","3","1","2","1","1","2","4","1","6","2","1","NA","NA","115.04","1","1","1","1","1","1","1","1","2","3","4","3","3","4","2","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80675,"2","2007","30",13331,11404,0,0,,,,,,0,1179,0,291,291,0,,0,9,0,1918,"2","2","2","2","1","1","1","1","1","1","1","3","5112.93","2","2","2","2","1","2","3","1","3","2","1","NA","NA","1086.5","1","1","1","1","1","1","2","2","1","2","3","3","2","2","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",80676,"2","2007","30",10516,9292,0,0,,,,,,0,567,0,0,1780,4,,0,11,0,1213,"2","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","1","3","1","6","2","1","NA","NA","1086.5","1","1","1","1","1","1","1","2","1","2","3","4","3","2","3","NA","1","NA","3",1.8,,,,,,,,,,
"2007","EE",80706,"2","2007","20",6984,3723,0,0,,,,,,0,165,0,0,0,644,,0,0,0,3262,"NA","2","2","2","1","1","1","1","1","1","1","6","1917.35","2","2","2","2","2","2","3","1","2","2","1","NA","NA","128.59","1","1","1","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80777,"2","2007","18",4186,4079,0,0,,,,,,0,81,0,0,0,0,,0,1,0,106,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","3","2","2","2","2","2","1","6","1","1","NA","NA","191.73","1","1","1","1","1","1","1","2","2","2","3","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",80812,"2","2007","15",9772,7542,0,0,,,,,,0,0,0,0,0,0,,0,3,0,2227,"NA","2","2","1","1","1","1","1","1","1","1","5","1406.06","3","3","2","1","2","2","4","1","3","1","1","NA","NA","63.91","1","1","1","1","1","1","1","2","1","3","3","3","3","3","3","2","1","NA","3",1.8,,,,,,,,,,
"2007","EE",80813,"2","2007","16",17143,16372,0,0,,,,,,0,0,0,0,0,0,,0,0,0,771,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","2","2","1","4","3","3","4","3","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",80888,"2","2007","22",11236,8339,0,0,,,,,,0,154,0,0,253,2,,0,0,0,2897,"2","2","NA","1","1","1","1","1","1","1","1","5","639.12","2","2","2","2","2","2","4","1","2","2","1","NA","NA","351.51","1","1","1","1","1","1","1","2","1","2","4","3","3","1","3","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",80932,"1","2007","21",12885,10735,0,0,,,,,,0,0,0,0,0,53,,0,30,0,2120,"2","2","2","1","1","1","1","1","1","1","1","6","1917.35","2","2","2","2","1","2","1","1","2","2","1","NA","NA","341.93","1","1","1","1","1","1","2","2","1","2","3","4","3","3","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",80943,"2","2007","22",7090,5586,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1504,"NA","2","NA","1","1","1","1","1","1","1","1","5","1725.61","2","NA","2","2","2","2","4","1","2","1","1","NA","NA","95.87","1","1","2","1","1","1","1","2","1","4","4","4","1","NA","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81004,"2","2007","24",7219,5848,0,0,,,,,,0,6757,0,0,0,0,,0,111,0,1260,"NA","2","2","1","1","1","1","1","1","1","1","6","2876.02","1","3","2","2","1","2","2","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81040,"2","2007","20",14696,14672,0,0,,,,,,0,1064,0,0,0,6,,0,1,0,23,"2","2","2","1","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","1","3","1","2","2","1","NA","NA","1086.5","1","1","1","1","1","1","1","2","1","3","3","3","2","3","3","NA","1","1","3",1.8,,,,,,,,,,
"2007","EE",81094,"1","2007","23",11470,7675,232,232,,,,,,232,0,0,0,0,0,,0,192,0,3603,"2","2","NA","1","1","1","1","1","1","1","1","5","1278.23","3","3","2","2","1","1","3","1","6","1","1","NA","NA","168.98","1","1","2","1","1","1","1","2","1","4","4","3","3","3","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81125,"2","2007","9",4403,782,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3621,"2","2","2","1","1","1","1","1","1","1","1","3","1597.79","1","2","2","2","2","2","2","1","3","2","1","NA","NA","1086.5","1","1","1","1","1","1","1","2","1","2","3","3","3","2","3","NA","1","1","3",2,,,,,,,,,,
"2007","EE",81274,"2","2007","15",16335,13069,0,0,,,,,,0,0,0,0,0,254,,0,74,0,3191,"2","2","NA","1","1","1","1","1","1","1","1","4","1597.79","3","3","2","2","1","1","3","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","3","3","3","3","3","4","NA","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81275,"1","2007","16",106652,104228,0,0,,,,,,0,0,0,0,0,12,,0,2423,0,0,"2","2","2","2","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","1","2","4","1","6","2","1","NA","NA","83.09","1","1","2","1","1","1","2","2","2","3","3","4","3","3","3","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",81286,"2","2007","15",11531,9612,0,0,,,,,,0,225,0,0,0,6,,0,0,0,1919,"2","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","2","4","1","2","2","1","NA","NA","341.93","1","1","2","1","1","1","2","2","1","3","3","3","2","2","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81290,"1","2007","7",12404,10820,0,0,,,,,,0,0,0,0,0,0,,0,52,346,1186,"2","2","NA","1","1","1","1","1","1","1","1","5","4473.82","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","1","1","1","3","3","3","3","3","3","3","2","3","3",2,,,,,,,,,,
"2007","EE",81296,"2","2007","37",12673,4054,0,0,,,,,,0,164,0,0,0,0,,0,8619,0,0,"2","2","2","1","1","1","1","1","1","1","1","6","351.51","2","2","2","2","2","2","4","1","3","2","1","NA","NA","95.87","1","1","2","1","1","2","1","2","2","2","3","4","3","NA","2","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81315,"3","2007","24",11655,10435,0,0,,,,,,0,324,0,0,0,0,,0,0,0,1220,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","2","4","1","5","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","4","4","3","3","3","3","3","1","NA","3",2,,,,,,,,,,
"2007","EE",81323,"2","2007","18",241,-5192,0,0,,,,,,0,241,0,0,0,0,,0,237,0,5196,"2","2","2","1","1","1","1","1","1","1","1","4","383.47","3","2","2","2","2","2","1","1","2","1","1","NA","NA","172.56","1","1","1","1","1","2","1","2","1","3","3","2","3","NA","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81378,"1","2007","41",16910,14494,0,0,,,,,,0,0,0,0,0,7,,0,0,0,2416,"2","2","2","2","1","1","1","1","1","1","2","4","1022.59","3","1","2","1","2","1","3","1","3","2","1","NA","NA","95.87","1","1","2","1","1","1","1","2","2","3","3","3","4","3","2","3","1","NA","3",1.8,,,,,,,,,,
"2007","EE",81417,"2","2007","25",21113,19748,0,0,,,,,,0,544,0,0,1208,13,,0,3,0,1362,"NA","2","NA","1","1","1","1","1","1","1","1","4","639.12","3","3","2","2","2","2","1","1","4","1","1","NA","NA","168.98","1","1","2","1","1","1","1","2","1","4","4","3","3","NA","4","3","2","NA","3",2,,,,,,,,,,
"2007","EE",81453,"2","2007","17",5974,4885,0,0,,,,,,0,16,0,0,0,0,,0,2,0,1087,"2","2","NA","2","1","1","1","1","1","1","1","3","1917.35","1","2","2","2","2","2","1","1","3","2","1","NA","NA","57.52","2","1","1","1","1","2","2","2","1","4","1","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81470,"2","2007","15",29650,27299,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2351,"2","2","2","1","1","1","1","1","1","1","1","4","958.67","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","127.82","2","1","1","1","1","2","2","2","1","2","3","4","4","4","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",81475,"3","2007","21",22407,16666,0,0,,,,,,0,9059,0,0,0,0,,0,0,0,5741,"NA","2","NA","1","1","1","1","1","1","1","1","5","639.12","3","NA","2","2","1","2","4","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","4","2","NA","3",2,,,,,,,,,,
"2007","EE",81502,"2","2007","17",44130,39977,0,0,,,,,,0,4762,0,0,0,0,,0,0,0,4152,"2","2","2","1","1","1","1","1","1","1","1","4","1597.79","2","2","2","2","2","2","2","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","4","3","4","2","2","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",81564,"1","2007","16",13516,12730,0,0,,,,,,0,0,0,0,0,2,,0,2,0,784,"2","2","2","1","1","1","1","1","1","1","1","4","5112.93","2","3","2","2","2","2","4","1","6","2","1","NA","NA","128.59","1","1","1","1","1","1","2","2","1","3","3","3","2","3","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",81577,"2","2007","11",11693,7605,0,0,,,,,,0,0,0,0,0,597,,0,0,0,4088,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","3","2","1","2","2","1","1","4","2","1","NA","NA","193.01","1","1","2","1","2","1","1","2","1","4","2","3","3","4","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",81602,"1","2007","18",28024,26285,0,0,,,,,,0,0,0,0,0,93,,0,7,1076,656,"NA","2","NA","1","1","1","1","1","1","1","1","4","1917.35","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","168.98","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",81608,"1","2007","10",8091,7674,311,311,,,,,,311,0,0,0,0,0,,0,0,0,417,"2","2","2","1","1","1","1","1","1","1","1","4","1917.35","2","NA","2","2","2","1","1","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","3","2","NA","3",2,,,,,,,,,,
"2007","EE",81618,"1","2007","27",6633,6632,0,0,,,,,,0,1059,0,0,0,0,,0,0,0,1,"2","2","NA","1","1","1","1","1","1","1","1","4","958.67","2","NA","2","2","1","2","4","1","4","2","1","NA","NA","63.91","1","1","2","1","1","1","2","2","2","3","3","4","3","4","3","NA","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81631,"2","2007","6",6456,4701,0,0,,,,,,0,93,0,0,0,2,,0,0,99,1656,"NA","2","NA","1","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","1","2","4","1","4","1","1","NA","NA","31.96","1","1","2","1","1","1","1","2","1","3","3","3","3","2","4","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81639,"1","2007","9",17788,8835,0,0,,,,,,0,0,0,0,0,224,,0,70,0,8883,"2","2","NA","1","1","1","1","1","1","1","1","5","1278.23","3","3","2","2","1","2","1","1","3","2","1","NA","NA","127.82","1","1","2","1","2","1","2","2","1","4","3","3","3","NA","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81695,"1","2007","16",10189,7079,0,0,,,,,,0,0,0,0,0,0,,0,10,0,3100,"2","2","2","2","1","1","1","1","1","1","1","6","5112.93","2","2","2","2","2","2","4","1","2","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","2","3","3","3","3","3","2","NA","1","NA","3",1.8,,,,,,,,,,
"2007","EE",81699,"1","2007","14",11866,9192,0,0,,,,,,0,3578,0,0,0,0,,0,227,0,2446,"NA","2","2","1","1","1","1","1","1","1","1","4","4473.82","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","4","2","3","3","3","3","NA","2","NA","3",2,,,,,,,,,,
"2007","EE",81714,"1","2007","16",32180,29145,0,0,,,,,,0,243,0,0,2516,7,,0,20,0,3015,"2","2","2","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","2","2","1","3","1","6","1","1","NA","NA","193.01","1","1","2","1","2","1","1","2","1","4","3","4","4","3","4","NA","1","NA","3",2,,,,,,,,,,
"2007","EE",81716,"2","2007","25",15407,12451,0,0,,,,,,0,3094,0,0,0,0,,0,6,0,2950,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","2","3","1","5","2","1","NA","NA","191.73","1","1","2","1","1","1","2","2","1","4","4","3","3","3","3","3","2","NA","3",1.8,,,,,,,,,,
"2007","EE",81725,"3","2007","9",24089,20849,0,0,,,,,,0,0,0,0,1151,0,,0,6,0,3234,"2","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","1","1","4","1","3","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","1","4","3","3","2","3","3","NA","2","1","3",2,,,,,,,,,,
"2007","EE",81734,"1","2007","16",15218,15207,0,0,,,,,,0,71,0,0,0,18,,0,0,0,11,"2","2","NA","2","1","1","1","1","1","1","2","4","958.67","3","NA","2","2","1","2","4","2","3","2","1","NA","NA","127.82","2","1","2","1","1","1","1","2","2","3","4","3","NA","4","3","NA","1","NA","3",2,,,,,,,,,,
