"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PT005","PT010","PT020","PT030","PT040","PT050","PT060","PT070","PT080","PT090","PT100","PT110","PT120","PT130","PT140","PT150","PT160","PT170","PT180","PT190","PT200","PT210"
"2011","EE",1003414,117.21209693571,"NA","1","NA","15","4",1992,"1","1","1","Other","2","3","2","6","NA","1","2","1","NA","34",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,0,0,0,0,2300,1,0,0,0,0,0,0,0,0,0,1,"1",18,100341,"1","2","0","NA","2","4","NA","NA","1","NA","NA","NA","NA","2","NA","NA","2","NA","1","2","2","NA","NA","NA"
"2011","EE",1003661,117.21209693571,"NA","1","2011","11","1",1977,"1","1","1","Other","1","3","5","10","NA","NA","NA","NA","NA","91","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","1","NA",0,0,0,0,0,2243,1,0,0,0,0,0,0,0,0,0,1,"1",33,100366,"1","2","0","NA","NA","NA","NA","NA","NA","1","1961","2","NA","3","2","1","2","NA","NA","NA","NA","NA","3","NA"
"2011","EE",1003662,117.21209693571,"NA","1","2011","23","2",1978,"2","2","2","EE","2","5","5","10","NA","2","1","1","3","NA","4","NA","NA","NA","NA","NA","NA","2","NA","NA","1","22","NA","2","3","2","NA","2","NA",0,0,262,0,0,1545,1,0,0,0,0,0,0,0,0,0,1,"1",32,100366,"1","2","173.0498","NA","NA","2","2","1931","NA","NA","NA","1","1","2","NA","NA","2","NA","1","NA","NA","NA","4","1"
"2011","EE",1003671,117.21209693571,"NA","1","2011","NA","1",1948,"1","1","2","EE","NA","NA","3","7","NA","NA","NA","NA","3","52","9","40","NA","NA","1","13","1","2","NA","NA","NA","24","2","2","3","2","NA","2","NA",192,0,0,0,0,3089,1,0,0,0,0,5515,0,0,0,0,1,"1",62,100367,"1","5","0","1","2","4","1","NA","NA","1","1962","1","2","NA","NA","1","2","8","NA","2","2","NA","NA","NA"
"2011","EE",1003672,117.21209693571,"NA","1","2011","13","2",1954,"2","2","3","EE","2","NA","3","1","NA","1","NA","NA","3","51","8","NA","NA","b-e","NA","NA","1","2","2","NA","NA","16","4","2","2","2","NA","2","NA",0,0,4147,0,0,1968,1,0,0,0,0,0,0,0,0,0,1,"1",56,100367,"1","2","121.0438","1","NA","NA","NA","1949","2","NA","NA","1","NA","NA","NA","1","NA","9","NA","NA","4","NA","NA","NA"
"2011","EE",1003673,117.21209693571,"NA","2","2011","14","2",1987,"1","1","3","EE","2","NA","2","1","NA","NA","NA","NA","3","34",,"50","NA","o","NA","13","1","2","2","NA","NA","21","NA","2","2","2","NA","2","NA",0,0,7246,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",23,100367,"1","6","382.335","NA","NA","NA","NA","1939","1","1","1962","2","NA","1","3","2","2","8","NA","2","5","5","NA","NA"
"2011","EE",1003674,117.21209693571,"NA","1","2011","9","4",1991,"1","1","2","EE","1","NA","2","6","NA","1","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","1","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",19,100367,"1","7","0","NA","NA","1","1","-1","NA","NA","NA","2","NA","1","NA","NA","NA","1","1","NA","5","NA","NA","1"
"2011","EE",1003971,117.21209693571,"NA","1","2011","10","2",1980,"2","1","1","EE","2","NA","3","10","NA","2","2","NA","NA","91",,"NA","NA","NA","NA","NA","1","NA","NA","NA","10","21","2","2","3","1","NA","2","NA",256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",30,100397,"1","2","65.54014","NA","2","NA","NA","1952","NA","NA","1958","NA","2","NA","NA","1","NA","NA","NA","2","8","NA","5","NA"
"2011","EE",1003974,117.21209693571,"NA","2","2011","13","3",1977,"1","1","3","Other","2","NA","3","1","NA","NA","NA","NA","3","41","0 - 1","40","NA","g","NA","11","1","2","2","NA","NA","20","2","2","3","2","NA","2","NA",0,0,6991,7,0,1212,1,0,0,0,0,0,0,1276,1439,0,1,"1",33,100397,"1","6","60.50017","NA","2","3","2","1943","1","1","-1","1","NA","2","3","1","2","8","1","NA","NA","4","4","1"
"2011","EE",1004261,117.21209693571,"NA","2","2011","8","1",1982,"1","1","3","EE","2","NA","5","1","NA","NA","NA","NA","3","51","3","40","NA","o","NA","13","1","2","2","NA","NA","18","2","2","3","1","NA","2","NA",0,0,21736,0,0,697,1,0,0,0,0,0,0,1841,0,0,1,"1",28,100426,"1","2","274.2634","3","NA","NA","2","1952","1","1","1961","1","NA","3","3","1","1","5","1","2","6","NA","5","1"
"2011","EE",1004262,117.21209693571,"NA","1","2011","21","4",1952,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","82","2","40","NA","p","NA","6","1","2","2","NA","4","22","2","2","3","2","NA","2","NA",0,0,5487,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",58,100426,"1","2","565.3755","NA","2","NA","NA","1959","2","NA","NA","2","1","1","1","NA","1","NA","1","NA","2","4","4","NA"
"2011","EE",1004263,117.21209693571,"NA","2","2011","11","4",1989,"2","1","3","EE","2","NA","3","5","NA","NA","NA","1","3","51",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","23","2","1","3","2","NA","1","1",0,383,0,0,0,0,1,0,0,0,3264,0,0,0,0,0,1,"1",21,100426,"1","2","92.88215","NA","NA","NA","NA","1936","1","NA","NA","2","NA","NA","3","1","2","NA","NA","2","9","NA","1","1"
"2011","EE",1004301,117.21209693571,"NA","2","2011","11","2",1977,"1","1","3","Other","2","NA","3","1","NA","NA","NA","NA","3","34","7","NA","1","NA","NA","13","1","2","2","NA","NA","22","NA","2","3","2","NA","2","NA",0,0,5730,0,0,559,1,0,0,0,0,0,0,57,0,0,1,"1",33,100430,"1","2","0","NA","3","2","1","1939","NA","1","NA","1","NA","1","1","1","2","7","1","NA","2","5","5","1"
"2011","EE",1004302,117.21209693571,"NA","2","2011","22","2",1983,"2","1","1","EE","1","5","5","10","NA","2","2","NA","NA","71","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15","2","2","3","2","NA","2","NA",0,0,0,0,0,506,1,0,0,0,0,0,0,0,0,0,1,"1",27,100430,"1","5","0","NA","NA","1","NA","NA","NA","NA","1956","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","4","1"
"2011","EE",1004631,117.21209693571,"NA","1","2011","7","1",1961,"1","2","1","EE","2","NA","3","8","NA","1","2","NA","1","82","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","3","2","NA","1","NA",0,0,0,0,0,1098,1,0,0,0,0,0,0,0,0,0,1,"1",49,100463,"1","2","0","NA","2","NA","2","-1","NA","-1","NA","1","NA","3","NA","NA","2","NA","6","1","NA","4","2","NA"
"2011","EE",1004632,117.21209693571,"NA","1","2011","22","2",1961,"2","4","1","EE","2","NA","5","1","NA","1","NA","NA","3","52","2","NA","NA","p","NA","11","1","2","NA","NA","NA","24","3","2","3","2","2","2","1",0,0,4144,236,0,2586,1,0,0,0,0,0,0,0,0,0,1,"1",49,100463,"1","2","0","NA","NA","NA","NA","1940","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA"
"2011","EE",1004634,117.21209693571,"NA","2","2011","8","4",1987,"1","1","1","EE","2","NA","3","5","NA","NA","2","NA","3","52",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","20","3","2","3","2","NA","2","NA",0,0,0,0,0,0,1,767,0,0,0,0,0,0,0,0,1,"1",23,100463,"1","2","0","NA","NA","3","2","1954","NA","NA","NA","1","NA","NA","NA","NA","2","1","NA","2","NA","NA","3","NA"
"2011","EE",1004671,117.21209693571,"NA","2","2011","20","3",1954,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","71","6","40","NA","a","NA","NA","1","2","2","NA","NA","18","2","1","3","2","NA","2","NA",0,0,6913,0,0,5322,1,0,0,0,162,0,0,30,0,0,1,"1",56,100467,"1","2","337.0712","1","NA","NA","NA","-1","NA","2","NA","2","NA","NA","1","1","NA","5","1","2","1","4","NA","2"
"2011","EE",1004672,117.21209693571,"NA","2","2011","18","3",1969,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","24","3","50","4","i","NA","13","1","2","2","NA","NA","23","3","2","3","2","NA","2","NA",0,0,6676,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",41,100467,"1","2","0","1","3","NA","NA","NA","NA","1","1926","1","2","NA","3","1","2","9","1","NA","NA","3","3","1"
"2011","EE",1004673,117.21209693571,"NA","1","2011","22","1",1930,"2","1","1","EE","2","NA","3","7","NA","1","NA","NA","3","91","3","NA","NA","NA","NA","NA","1","2","2","NA","3","26","3","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,114,0,0,5239,0,0,0,0,1,"1",80,100467,"1","2","110.9189","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","-1","NA","NA","NA"
"2011","EE",1005031,117.21209693571,"NA","1","2011","17","1",1967,"2","5","2","EE","2","NA","3","1","NA","NA","2","NA","3","91","5","25","NA","p","NA","12","1","2","2","NA","NA","45","3","2","3","2","NA","2","NA",0,0,6417,218,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",43,100503,"1","6","75.40664","1","NA","2","2","NA","1","NA","1956","2","1","NA","1","NA","2","NA","NA","2","1","5","3","1"
"2011","EE",1005032,117.21209693571,"NA","1","2011","21","2",1967,"1","3","3","EE","2","5","3","5","NA","1","1","NA","3","13","6","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","18","3","2","3","2","NA","1","NA",0,0,174,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",43,100503,"1","6","0","NA","NA","NA","2","-1","NA","NA","1942","NA","1","NA","1","NA","2","NA","1","NA","NA","3","NA","1"
"2011","EE",1005033,117.21209693571,"NA","2","2011","9","4",1990,"1","1","3","EE","2","NA","3","6","NA","1","NA","NA","NA","52",,"NA","NA","NA","NA","NA","1","NA","2","NA","NA","25","4","2","3","2","6","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2610,1,"1",20,100503,"1","7","326.0744","NA","1","2","NA","NA","1","NA","1920","NA","NA","3","NA","NA","1","8","1","NA","NA","3","3","1"
"2011","EE",1005041,117.21209693571,"NA","2","2011","17","3",1950,"2","5","3","EE","2","NA","5","1","NA","1","2","NA","3","41","2","NA","NA","p","NA","NA","1","2","NA","NA","NA","16","2","2","3","2","NA","2","NA",422,0,2683,1003,991,1157,1,383,0,0,0,0,0,21,0,0,1,"1",60,100504,"1","2","42.98806","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","1"
"2011","EE",1005042,117.21209693571,"NA","1","2011","2","2",1948,"1","2","3","EE","2","NA","3","8","NA","NA","2","NA","3","52","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","17","4","2","2","2","NA","2","1",0,0,0,0,0,1899,1,0,0,0,0,0,0,0,1796,0,1,"1",62,100504,"1","6","0","1","NA","NA","NA","1935","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA"
"2011","EE",1005043,117.21209693571,"NA","2","2011","13","2",1973,"1","2","1","EE","2","NA","3","3","NA","NA","NA","NA","3","22","7","40","NA","f","NA","6","1","1","2","NA","NA","22","NA","1","3","2","NA","2","NA",0,0,4397,0,0,4304,1,0,0,2871,5356,0,0,0,0,0,1,"1",37,100504,"1","6","0","3","2","2","2","1954","1","2","1927","1","2","3","NA","NA","2","NA","NA","2","8","4","5","1"
"2011","EE",1005044,117.21209693571,"NA","1","2011","16","3",1990,"2","1","3","EE","2","5","3","6","NA","2","2","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","1","2","3","2","NA","1","NA",0,0,0,0,0,2415,1,0,0,0,0,0,0,0,0,0,1,"1",20,100504,"1","7","26.48477","NA","NA","1","1","1959","2","NA","NA","NA","1","NA","NA","1","2","7","NA","NA","NA","NA","NA","1"
"2011","EE",1005191,117.21209693571,"NA","2","2011","19","2",1974,"1","5","1","EE","2","NA","2","1","NA","NA","NA","NA","3","21","0 - 1","40","NA","b-e","NA","13","1","1","2","1","NA","24","2","2","3","2","NA","2","NA",0,202,16243,463,0,0,1,0,2791,0,0,0,0,4239,0,0,1,"1",36,100519,"1","NA","187.2383","1","2","4","NA","NA","1","1","1931","1","1","NA","1","1","2","7","1","2","2","4","4","1"
"2011","EE",1005192,117.21209693571,"NA","2","2011","14","3",1977,"2","2","1","Other","2","NA","3","5","NA","NA","2","NA","3","72","5","NA","NA","NA","NA","1","1","2","1","NA","NA","NA","3","2","1","2","NA","2","NA",350,0,1845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",33,100519,"1","7","57.65315","3","2","NA","2","NA","NA","NA","NA","1","NA","-1","2","NA","2","NA","1","2","NA","NA","4","2"
"2011","EE",1005361,117.21209693571,"NA","2","2011","16","3",1954,"2","3","1","EE","2","NA","3","8","NA","1","2","NA","3","93","7","40","NA","NA","NA","NA","1","2","2","NA","NA","NA","2","1","2","2","NA","2","NA",0,0,0,0,0,2816,1,0,0,0,0,0,0,0,2408,0,1,"1",56,100536,"1","2","0","1","2","2","1","-1","2","NA","1956","1","2","1","NA","1","NA","NA","1","NA","NA","5","NA","1"
"2011","EE",1005362,117.21209693571,"NA","2","2011","35","4",1984,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","72","7","40","NA","f","NA","13","1","2","2","NA","1","24","2","1","3","2","NA","2","NA",0,0,22609,0,0,1846,1,0,0,0,0,0,0,0,0,0,1,"1",26,100536,"1","3","99.80127","1","2","1","2","1933","1","2","1940","1","NA","3","2","NA","NA","NA","1","2","3","4","4","1"
"2011","EE",1005363,117.21209693571,"NA","1","2011","9","1",1981,"2","1","2","EE","2","NA","5","2","NA","NA","NA","NA","3","31","3","50","NA","r-u","NA","1","1","2","2","NA","NA","18","NA","1","2","2","NA","2","NA",0,0,3766,0,0,1075,1,1,0,0,0,0,0,0,0,5613,1,"1",29,100536,"1","7","0","1","2","1","2","1928","1","NA","1935","1","1","2","1","NA","NA","1","1","2","NA","4","4","3"
"2011","EE",1005811,117.21209693571,"NA","1","2011","12","2",1965,"1","2","3","EE","NA","NA","3","1","NA","NA","1","NA","3","23","7","40","NA","f","NA","13","1","2","2","NA","NA","18","2","2","3","2","3","2","NA",0,0,7205,0,0,1246,1,0,0,0,0,0,0,0,0,0,1,"1",45,100581,"1","2","0","NA","2","3","1","NA","NA","1","NA","1","1","2","3","NA","NA","NA","NA","1","NA","4","NA","NA"
"2011","EE",1005812,117.21209693571,"NA","2","2011","13","4",1970,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","51","4","45","NA","b-e","NA","11","1","2","2","NA","NA","23","2","2","3","2","NA","2","NA",0,0,8755,0,0,0,1,0,0,0,0,0,0,148,0,0,1,"1",40,100581,"1","2","0","NA","2","11","1","1950","1","1","NA","NA","2","1","1","1","1","1","1","NA","NA","4","NA","1"
"2011","EE",1006151,117.21209693571,"NA","1","2011","23","1",1987,"1","1","1","EE","1","NA","3","6","NA","2","1","NA","3","23",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",0,0,0,0,0,1436,1,0,0,0,0,0,0,0,0,0,1,"1",23,100615,"1","2","110.7757","2","NA","2","2","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","2"
"2011","EE",1006152,117.21209693571,"NA","1","2011","14","2",1959,"1","5","1","Other","2","3","5","3","NA","NA","1","NA","3","34","0 - 1","NA","NA","h","NA","2","1","2","NA","NA","NA","18","1","2","3","2","NA","2","NA",0,0,0,0,0,3961,1,0,0,0,0,0,0,0,1219,0,1,"1",51,100615,"1","6","0","2","NA","NA","2","NA","2","NA","1933","2","NA","3","2","NA","NA","7","1","NA","NA","NA","NA","NA"
"2011","EE",1006153,117.21209693571,"NA","2","2011","13","2",1953,"2","2","1","EE","2","NA","5","8","NA","1","NA","NA","3","72","8","NA","30","NA","NA","NA","NA","NA","2","NA","NA","20","4","2","1","1","NA","2","NA",0,0,0,0,0,0,1,418,0,0,0,0,0,0,2478,0,1,"1",57,100615,"1","2","0","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","2","2","1","NA","NA","5","3","NA"
"2011","EE",1006154,117.21209693571,"NA","2","2011","6","1",1985,"1","1","2","EE","1","3","2","8","NA","2","2","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","NA","2","3","2","NA","2","NA",0,0,0,0,0,2111,1,0,390,0,0,0,0,0,716,0,1,"1",25,100615,"1","6","0","1","NA","NA","2","1940","2","NA","NA","1","1","NA","NA","NA","2","NA","1","2","5","NA","NA","1"
"2011","EE",1006331,117.21209693571,"NA","2","2011","6","1",1976,"1","1","1","EE","2","NA","3","1","NA","1","NA","NA","3","23","7","40","NA","f","NA","13","1","NA","2","NA","NA","17","2","2","3","2","2","2","NA",0,0,25968,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",34,100633,"1","2","78.19171","1","2","2","1","NA","1","2","1950","NA","1","2","3","1","NA","8","NA","2","5","3","4","1"
"2011","EE",1006332,117.21209693571,"NA","2","2011","16","2",1981,"2","1","2","EE","2","4","2","10","NA","1","2","NA","3","24","5","NA","NA","NA","NA","12","1","2","NA","NA","NA","16","NA","2","3","2","NA","2","1",0,0,2758,0,0,1212,1,0,0,0,0,0,0,0,0,0,1,"1",29,100633,"1","7","0","NA","2","2","2","NA","NA","NA","NA","1","2","NA","3","NA","-1","NA","NA","NA","NA","NA","NA","1"
"2011","EE",1007041,117.21209693571,"NA","2","2011","17","3",1954,"2","1","3","EE","2","NA","5","1","NA","NA","NA","NA","3","34","9","40","NA","p","NA","13","1","2","2","NA","NA","23","3","1","3","1","NA","NA","NA",0,0,14589,0,0,2987,1,0,0,0,0,0,0,0,0,0,1,"1",56,100704,"1","2","41.74825","1","2","3","2","1927","1","1","1924","2","1","3","3","1","2","NA","1","2","5","4","4","1"
"2011","EE",1007042,117.21209693571,"NA","2","2011","20","3",1960,"1","2","2","Other","2","NA","3","8","NA","2","2","NA","3","34","8","NA","NA","NA","NA","NA","1","2","NA","NA","NA","21","4","2","2","2","NA","2","NA",0,0,1980,0,0,0,1,0,0,0,0,0,0,0,336,0,1,"1",50,100704,"1","7","0","NA","1","NA","NA","1928","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","2","NA","NA","NA","1"
"2011","EE",1007043,117.21209693571,"NA","2","2011","8","4",1930,"1","2","3","EE","1","NA","2","7","NA","1","2","NA","3","23","4","NA","NA","NA","NA","NA","2","NA","2","NA","NA","24","3","1","3","2","NA","2","NA",0,0,0,0,0,2499,1,0,0,0,0,2120,0,0,0,0,1,"1",80,100704,"1","6","0","NA","3","NA","2","NA","2","NA","1938","2","NA","NA","1","1","NA","NA","5","2","NA","NA","NA","NA"
"2011","EE",1007044,117.21209693571,"NA","2","2011","23","2",1930,"2","4","3","EE","1","NA","5","1","NA","NA","NA","NA","2","61","2","40","NA","p","NA","11","1","2","2","NA","NA","18","2","2","3","2","NA","2","NA",0,0,8800,0,0,1182,1,0,0,0,0,0,0,0,0,0,1,"1",80,100704,"1","2","230.4846","3","NA","NA","1","1961","1","1","NA","1","1","-1","1","NA","2","NA","1","NA","2","NA","3","1"
"2011","EE",1007161,117.21209693571,"NA","2","2011","14","4",1965,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","34","8","45","NA","h","NA","1","1","2","2","NA","NA","24","NA","1","3","2","NA","2","NA",0,0,6577,0,0,0,1,0,0,0,0,0,0,4814,0,0,1,"1",45,100716,"1","2","0","1","1","2","3","1924","1","1","1948","1","1","3","NA","1","NA","NA","1","2","5","6","5","1"
"2011","EE",1007162,117.21209693571,"NA","2","2011","6","4",1976,"2","2","3","EE","2","NA","5","10","NA","NA","2","NA","2","NA","5","NA","NA","NA","NA","NA","1","2","2","NA","10","NA","1","2","3","2","NA","2","NA",0,383,0,0,0,3693,1,0,1162,0,0,0,0,0,0,0,1,"1",34,100716,"1","2","132.6802","1","2","1","1","1936","1","1","-1","NA","NA","NA","NA","1","2","NA","NA","2","6","4","4","NA"
"2011","EE",1007163,117.21209693571,"NA","1","2011","12","4",1994,"1",,"3",,"2","4",,,"NA","1","2","NA","3","NA",,"NA","NA",,"NA","NA","1","NA","NA","NA","NA","NA","2","2","3","1","NA","1","NA",38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",16,100716,"1","7","179.727","NA","NA","NA","2","1941","2","NA","1952","NA","1","2","1","1","NA","NA","NA","2","NA","NA","5","1"
"2011","EE",1007421,117.21209693571,"NA","1","2011","14","3",1978,"1","1","3","EE","2","NA","3","8","NA","NA","2","NA","3","92",,"NA","NA","NA","NA","NA","NA","2","2","NA","NA","18","2","2","2","2","NA","2","NA",0,0,379,0,0,4044,1,0,319,0,0,0,0,0,1149,0,1,"1",32,100742,"1","2","170.3246","1","2","2","2","NA","NA","1","1927","NA","1","1","NA","1","-1","NA","NA","NA","9","3","NA","NA"
"2011","EE",1007422,117.21209693571,"NA","2","2011","9","4",1979,"2","1","3","EE","2","NA","5","1","NA","NA","NA","1","3","31","3","40","NA","o","NA","12","1","NA","2","NA","NA","27","2","2","3","2","NA","2","NA",0,0,12943,0,0,943,1,0,0,0,0,0,0,0,0,0,1,"1",31,100742,"1","2","173.2924","NA","2","2","1","NA","1","NA","1942","1","2","NA","3","1","2","1","1","NA","9","5","NA","NA"
"2011","EE",1007531,117.21209693571,"NA","2","2011","28","3",1980,"2","1","2","EE","2","NA","3","3","NA","NA","1","NA","3","71","5","40","NA","i","NA","13","1","2","NA","NA","2","21","2","2","3","2","NA","2","NA",0,0,11069,0,0,1384,1,0,-2486,0,0,0,0,0,0,0,1,"1",30,100753,"1","7","0","NA","NA","2","2","1949","NA","1","1953","1","NA","1","2","NA","2","7","1","NA","8","4","NA","1"
"2011","EE",1007532,117.21209693571,"NA","NA","2011","11","1",1980,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","32","0 - 1","40","NA","f","NA","12","NA","2","2","NA","NA","23","2","2","3","2","NA","2","NA",0,0,7414,0,0,1384,1,0,0,0,0,0,0,0,0,0,1,"1",30,100753,"1","2","0","1","2","2","2","1936","NA","1","1934","NA","NA","1","2","NA","NA","1","1","2","-1","4","3","1"
"2011","EE",1007631,117.21209693571,"NA","1","2011","13","4",1983,"1","1","3","EE","2","NA","5","5","NA","NA","NA","NA","3","12","4","40","NA","NA","NA","1","1","2","2","NA","NA","22","1","1","3","2","NA","2","NA",71,0,9771,0,0,0,1,0,3596,0,0,0,0,0,0,0,1,"1",27,100763,"1","7","182.5822","3","2","3","2","1943","1","NA","1944","2","1","3","NA","1","2","2","1","2","3","4","5","1"
"2011","EE",1007632,117.21209693571,"NA","2","2011","5","3",1984,"2","1","3","Other","2","NA","3","6","NA","NA","2","1","3","32","9","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","3","2","2","2","NA",0,0,0,0,0,1384,1,0,0,0,0,0,0,0,0,215,1,"1",26,100763,"1","2","0","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","7","NA","NA","NA","NA","3","1"
"2011","EE",1007633,117.21209693571,"NA","1","2011","8","2",1960,"2","2","3","EE","2","NA","3","8","NA","1","NA","NA","3","92","5","NA","NA","NA","NA","13","1","NA","1","NA","NA","20","3","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1418,0,1,"1",50,100763,"1","7","151.9438","1","NA","NA","NA","NA","1","1","NA","2","NA","NA","2","NA","1","NA","NA","NA","4","5","5","1"
"2011","EE",1007634,117.21209693571,"NA","1","2011","11","1",1930,"2","4","3","EE","2","NA","3","7","NA","1","NA","NA","3","13","5","NA","NA","NA","NA","NA","1","1","2","NA","NA","23","3","1","2","2","NA","2","NA",64,483,0,0,0,909,1,0,0,0,0,3954,0,0,0,0,1,"1",80,100763,"1","2","95.59536","NA","3","NA","NA","1923","NA","NA","NA","NA","NA","2","3","1","NA","NA","NA","NA","2","NA","NA","1"
"2011","EE",1007681,117.21209693571,"NA","1","2011","20","2",1986,"2","1","2","EE","2","NA","2","1","NA","NA","NA","NA","3","34","2","40","NA","g","NA","12","1","2","2","NA","NA","22","2","2","3","2","NA","2","NA",0,0,11557,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",24,100768,"1","7","424.7429","NA","2","3","NA","1945","1","1","1946","2","1","NA","NA","1","2","3","NA","2","4","4","2","1"
"2011","EE",1007682,117.21209693571,"NA","2","2011","9","4",1988,"1","1","2","EE","2","NA","2","6","NA","1","2","1","NA","51",,"NA","NA","NA","NA","12","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,911,0,0,3693,1,0,0,0,0,0,0,0,0,0,1,"1",22,100768,"1","NA","146.0578","NA","3","NA","2","NA","1","1","1949","NA","NA","-1","NA","NA","2","NA","1","NA","-1","NA","NA","1"
"2011","EE",1007683,117.21209693571,"NA","2","2011","21","4",1937,"2","5","3","EE","2","NA","2","7","NA","NA","1","NA","3","83","5","NA","NA","NA","NA","NA","1","2","NA","NA","NA","13","4","2","2","NA","NA","2","1",0,0,0,0,0,0,1,0,0,0,0,1811,0,0,0,0,1,"1",73,100768,"1","2","117.6098","2","NA","NA","NA","1930","1","NA","1935","NA","NA","2","1","1","2","NA","1","NA","NA","NA","NA","NA"
"2011","EE",1007684,117.21209693571,"NA","2","2011","12","1",1930,"1","4","3","EE","2","NA","2","7","NA","NA","NA","NA","3","61","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","18","2","2","2","2","NA","2","NA",0,0,0,0,0,1171,1,0,0,0,0,4589,0,0,0,0,1,"1",80,100768,"1","5","0","1","NA","1","NA","NA","NA","NA","NA","NA","-1","NA","NA","NA","2","NA","NA","NA","5","NA","NA","NA"
"2011","EE",1007821,117.21209693571,"NA","1","2011","10","3",1983,"1","1","1","EE","2","NA","1","1","NA","NA","NA","NA","3","24","8","40","NA","h","NA","15","1","2","2","NA","NA","24","3","2","3","1","NA","2","NA",0,0,7683,0,0,0,1,0,0,0,0,0,0,162,0,0,1,"1",27,100782,"1","2","228.268","3","2","2","1","NA","1","1","1957","NA","NA","NA","2","1","NA","8","1","2","9","4","4","NA"
"2011","EE",1007822,117.21209693571,"NA","2","2011","13","4",1957,"2","5","1","Other","2","NA","3","1","NA","NA","NA","NA","3","72","5","40","NA","i","NA","11","1","1","2","NA","NA","18","2","2","3","2","NA","2","NA",0,0,6179,0,0,2243,1,0,0,0,0,0,0,0,0,0,1,"1",53,100782,"1","6","394.664","NA","2","3","2","-1","1","NA","NA","NA","1","NA","NA","NA","2","NA","1","1","8","4","2","1"
